COUNTRY_ALPHA,E217,E218,E220,I001,I002,E234
MMR,8,9,4,4,5,5
MMR,6,4,5,3,6,6
MMR,10,10,10,10,10,1
MMR,10,10,5,10,5,10
MMR,7,6,1,2,4,9
MMR,10,10,3,5,10,10
MMR,6,6,1,6,6,6
MMR,10,10,10,10,10,10
MMR,10,10,9,1,3,10
MMR,10,9,3,8,8,7
MMR,10,10,10,1,1,5
MMR,6,6,6,6,6,5
MMR,9,8,7,7,8,5
MMR,8,8,5,10,1,5
MMR,8,8,5,8,8,7
MMR,9,9,1,1,2,10
MMR,10,10,3,6,3,8
MMR,8,8,5,7,4,5
MMR,8,9,1,6,7,6
MMR,8,10,2,9,9,10
MMR,8,10,5,3,8,6
MMR,10,10,8,3,8,8
MMR,8,10,3,6,8,5
MMR,10,10,10,5,5,9
MMR,8,9,6,6,3,6
MMR,10,10,5,5,5,5
MMR,9,10,1,1,1,8
MMR,10,10,10,1,1,10
MMR,9,9,8,7,4,8
MMR,4,6,6,6,2,5
MMR,9,9,2,10,1,5
MMR,10,9,3,1,9,5
MMR,10,10,10,10,10,5
MMR,10,10,9,2,2,8
MMR,5,5,5,5,2,5
MMR,8,8,10,10,1,10
MMR,6,8,10,1,1,5
MMR,8,10,1,2,2,8
MMR,7,4,7,5,8,4
MMR,6,6,2,6,4,4
MMR,9,9,9,9,5,10
MMR,7,9,5,3,1,9
MMR,10,10,1,10,6,1
MMR,3,4,6,5,5,6
MMR,8,8,4,8,3,7
MMR,5,9,5,6,3,10
MMR,9,8,3,2,1,5
MMR,9,9,3,9,9,5
MMR,9,10,3,4,5,2
MMR,10,8,8,6,5,1
MMR,7,10,8,6,6,6
MMR,8,8,2,8,3,5
MMR,10,8,10,9,5,10
MMR,9,9,7,6,2,8
MMR,8,7,5,7,5,5
MMR,8,7,7,7,8,5
MMR,8,9,7,4,5,8
MMR,10,8,4,9,4,9
MMR,8,9,9,3,4,9
MMR,10,10,5,3,10,10
MMR,10,10,6,1,1,3
MMR,5,5,6,6,5,5
MMR,8,9,9,3,3,9
MMR,10,10,1,5,5,10
MMR,5,5,3,5,5,5
MMR,8,7,6,9,7,2
MMR,10,10,8,3,3,3
MMR,10,10,10,10,10,10
MMR,8,10,3,8,1,5
MMR,10,8,1,2,3,10
MMR,10,10,10,1,1,10
MMR,8,8,9,9,2,5
MMR,6,9,5,10,5,6
MMR,10,10,6,10,1,6
MMR,9,10,3,7,3,6
MMR,5,5,10,1,1,2
MMR,8,8,3,8,8,3
MMR,8,5,10,5,5,8
MMR,7,6,3,1,9,10
MMR,5,1,5,5,5,5
MMR,10,1,1,1,10,10
MMR,10,9,9,9,2,8
MMR,9,10,9,8,2,8
MMR,8,9,5,7,5,8
MMR,7,8,7,3,7,9
MMR,8,8,4,8,4,8
MMR,8,8,3,2,5,5
MMR,7,7,3,2,7,3
MMR,9,9,8,8,1,9
MMR,7,10,8,9,1,3
MMR,8,5,3,6,10,10
MMR,10,10,6,1,8,8
MMR,10,10,10,3,7,4
MMR,8,8,8,2,6,4
MMR,10,10,8,6,1,9
MMR,10,10,8,8,8,10
MMR,6,6,6,5,5,5
MMR,3,3,6,6,5,7
MMR,9,9,10,10,10,8
MMR,8,8,8,3,4,9
MMR,7,8,7,8,2,8
MMR,8,7,4,6,3,8
MMR,5,7,5,5,5,7
MMR,6,10,5,5,5,10
MMR,6,5,5,6,5,5
MMR,9,9,2,2,2,9
MMR,7,7,2,10,8,5
MMR,10,10,10,10,1,10
MMR,7,8,8,8,8,7
MMR,8,9,3,7,1,3
MMR,7,8,7,7,4,10
MMR,10,10,5,1,1,6
MMR,9,10,4,8,2,5
MMR,4,8,8,8,4,8
MMR,8,8,3,3,3,4
MMR,8,10,9,8,5,7
MMR,8,7,5,6,2,7
MMR,7,6,3,6,5,6
MMR,7,7,6,8,7,5
MMR,10,10,5,5,5,1
MMR,5,9,4,10,1,8
MMR,8,10,9,4,1,5
MMR,8,7,5,8,1,7
MMR,10,10,8,10,8,2
MMR,3,7,5,5,7,5
MMR,3,6,5,6,7,5
MMR,7,7,7,7,8,7
MMR,8,8,5,6,5,7
MMR,9,10,9,8,2,5
MMR,7,9,3,2,8,1
MMR,9,9,8,8,2,9
MMR,10,10,10,8,7,10
MMR,10,10,10,10,6,6
MMR,10,10,10,5,5,4
MMR,5,10,7,4,1,6
MMR,10,10,8,5,3,9
MMR,5,5,5,5,5,5
MMR,10,6,1,5,5,5
MMR,7,8,5,10,5,9
MMR,9,9,5,5,2,2
MMR,10,10,10,1,5,10
MMR,9,10,10,6,7,9
MMR,7,9,5,5,2,10
MMR,4,2,9,5,2,3
MMR,6,8,9,10,6,4
MMR,2,7,2,4,8,3
MMR,9,9,4,8,3,3
MMR,8,7,5,6,1,10
MMR,10,10,8,10,1,10
MMR,10,10,10,5,4,10
MMR,10,1,5,10,2,3
MMR,10,10,4,9,1,10
MMR,9,9,2,9,8,9
MMR,1,10,2,10,1,10
MMR,1,10,1,5,1,5
MMR,3,3,1,1,1,10
MMR,5,6,8,9,3,7
MMR,3,9,9,5,5,8
MMR,8,7,10,8,7,4
MMR,10,10,3,3,5,10
MMR,9,9,9,10,1,9
MMR,10,10,10,5,10,5
MMR,10,5,8,6,1,2
MMR,5,10,1,10,1,7
MMR,7,10,7,6,4,7
MMR,5,8,5,5,9,10
MMR,10,1,1,10,10,1
MMR,10,10,10,10,1,8
MMR,7,9,6,10,5,3
MMR,8,8,6,6,4,5
MMR,8,9,7,10,1,5
MMR,9,9,9,9,4,8
MMR,7,7,6,6,2,7
MMR,9,8,9,1,6,1
MMR,7,5,5,7,5,6
MMR,9,9,5,8,5,8
MMR,10,9,4,4,7,8
MMR,10,10,10,6,8,10
MMR,5,7,5,3,4,5
MMR,8,10,4,3,3,8
MMR,10,10,10,1,8,10
MMR,10,10,8,7,5,6
MMR,6,6,1,7,3,5
MMR,5,6,1,5,6,7
MMR,7,5,8,6,6,5
MMR,10,10,10,5,5,10
MMR,8,10,10,6,6,10
MMR,10,10,10,10,5,10
MMR,10,10,10,1,1,3
MMR,10,10,10,5,5,5
MMR,8,10,4,4,4,7
MMR,10,10,10,2,2,10
MMR,3,8,4,2,1,10
MMR,10,10,3,3,10,9
MMR,10,8,8,2,3,10
MMR,10,10,1,3,5,5
MMR,8,7,5,5,5,9
MMR,9,9,9,8,2,9
MMR,6,6,1,3,5,5
MMR,9,9,3,9,4,9
MMR,8,10,5,6,5,5
MMR,5,6,3,5,5,6
MMR,3,2,9,9,2,5
MMR,5,1,5,5,1,6
MMR,5,8,10,1,10,1
MMR,3,8,2,2,8,8
MMR,9,10,1,7,3,2
MMR,8,10,1,1,2,6
MMR,6,10,1,1,1,5
MMR,10,10,4,10,1,5
MMR,10,10,5,5,1,5
MMR,9,7,3,6,5,6
MMR,9,7,3,6,7,6
MMR,10,10,10,1,10,2
MMR,6,8,7,5,4,3
MMR,8,7,5,7,6,8
MMR,8,8,3,5,4,5
MMR,10,10,5,5,8,6
MMR,9,8,9,5,3,8
MMR,10,10,10,10,1,10
MMR,10,9,5,5,5,6
MMR,5,5,5,5,6,5
MMR,9,10,10,9,8,7
MMR,6,9,8,3,3,8
MMR,6,4,7,5,5,6
MMR,9,10,9,9,10,9
MMR,8,8,5,10,1,6
MMR,9,9,6,6,6,5
MMR,8,8,8,7,2,3
MMR,10,10,10,10,2,9
MMR,8,9,10,6,5,5
MMR,10,10,5,5,1,5
MMR,10,10,4,3,2,10
MMR,10,10,5,5,5,5
MMR,10,10,9,5,5,4
MMR,10,10,5,5,1,5
MMR,8,8,5,7,1,5
MMR,10,10,6,4,1,7
MMR,8,7,5,5,5,4
MMR,7,6,5,6,5,7
MMR,10,10,10,3,5,9
MMR,10,10,8,10,1,8
MMR,5,8,7,6,5,7
MMR,6,10,5,1,1,8
MMR,7,5,5,3,8,4
MMR,4,8,5,9,5,1
MMR,8,9,8,8,3,9
MMR,10,10,3,3,8,9
MMR,8,8,8,8,6,3
MMR,8,10,5,2,6,10
MMR,5,10,5,5,5,5
MMR,10,10,3,1,1,10
MMR,10,10,8,10,3,3
MMR,9,10,4,2,4,8
MMR,10,10,10,9,1,8
MMR,10,10,10,1,1,10
MMR,10,10,5,5,5,10
MMR,8,4,4,1,6,6
MMR,10,9,7,1,9,9
MMR,4,2,1,10,5,8
MMR,10,9,3,4,5,4
MMR,10,10,10,5,1,7
MMR,6,6,5,8,3,1
MMR,2,2,7,5,5,6
MMR,4,8,2,6,4,6
MMR,10,10,10,10,1,5
MMR,5,6,5,6,7,10
MMR,10,10,1,1,1,2
MMR,4,7,7,4,1,5
MMR,8,10,6,1,4,6
MMR,8,9,3,3,1,10
MMR,10,10,10,1,5,8
MMR,8,7,5,6,3,7
MMR,3,3,1,6,5,5
MMR,2,8,8,3,2,6
MMR,3,2,1,9,10,8
MMR,6,8,8,7,9,2
MMR,10,10,1,1,1,10
MMR,1,10,1,5,5,5
MMR,6,8,6,8,7,3
MMR,6,9,1,9,2,6
MMR,3,9,3,2,8,9
MMR,10,10,3,10,3,6
MMR,10,8,7,3,3,8
MMR,8,8,9,9,2,7
MMR,9,8,4,3,2,10
MMR,8,8,3,10,3,2
MMR,3,7,1,9,1,2
MMR,9,9,8,10,5,10
MMR,7,8,7,9,6,7
MMR,10,10,5,8,3,4
MMR,10,10,10,10,5,10
MMR,9,9,4,8,8,2
MMR,10,9,1,10,1,5
MMR,10,10,1,1,1,10
MMR,8,9,8,4,2,8
MMR,10,10,8,5,4,9
MMR,8,8,8,8,2,1
MMR,10,10,10,1,1,10
MMR,6,7,2,7,6,1
MMR,10,10,2,10,10,3
MMR,10,10,5,6,4,8
MMR,9,10,8,9,3,9
MMR,6,6,6,1,3,2
MMR,9,10,8,2,1,3
MMR,10,10,7,7,1,5
MMR,3,3,1,3,6,5
MMR,6,6,5,2,1,5
MMR,10,9,5,8,5,2
MMR,9,9,9,9,1,9
MMR,6,6,5,6,5,6
MMR,10,10,8,5,3,5
MMR,10,10,10,5,10,10
MMR,10,10,10,1,10,9
MMR,9,9,5,7,5,7
MMR,8,9,3,6,5,5
MMR,5,8,7,1,2,5
MMR,6,7,3,6,3,7
MMR,9,9,9,8,3,3
MMR,9,9,4,8,3,6
MMR,6,7,2,7,5,6
MMR,8,8,8,8,8,8
MMR,10,10,5,5,6,6
MMR,10,6,3,5,4,1
MMR,10,10,10,4,4,10
MMR,6,6,5,6,3,8
MMR,5,6,6,6,5,6
MMR,10,10,10,8,6,6
MMR,10,10,10,10,10,10
MMR,10,10,9,4,10,3
MMR,8,6,3,7,3,10
MMR,7,6,5,2,8,7
MMR,5,7,4,5,5,5
MMR,10,10,5,10,1,10
MMR,10,5,10,8,3,10
MMR,10,5,1,10,1,5
MMR,6,10,6,10,6,4
MMR,10,10,5,10,1,1
MMR,3,8,5,1,1,1
MMR,5,9,2,2,2,3
MMR,8,8,1,8,8,7
MMR,10,10,10,6,1,10
MMR,6,1,1,2,1,10
MMR,10,9,2,8,3,9
MMR,9,9,10,9,1,5
MMR,10,9,2,1,3,10
MMR,9,10,8,2,1,9
MMR,8,9,3,10,10,6
MMR,9,8,10,6,2,10
MMR,9,9,9,9,5,8
MMR,6,5,6,7,5,1
MMR,9,7,6,6,6,3
MMR,10,10,10,9,5,10
MMR,6,8,3,1,1,6
MMR,7,7,8,6,3,3
MMR,5,5,5,5,5,5
MMR,10,10,5,5,1,7
MMR,9,6,9,5,7,6
MMR,8,8,2,3,3,8
MMR,9,9,2,2,2,2
MMR,10,10,9,1,5,5
MMR,10,10,10,1,6,7
MMR,10,10,10,1,10,10
MMR,10,9,1,10,5,10
MMR,10,10,9,8,1,10
MMR,10,10,1,10,10,10
MMR,10,10,9,9,1,10
MMR,7,10,10,10,1,4
MMR,10,10,10,1,1,10
MMR,10,8,2,6,5,8
MMR,9,10,1,3,10,10
MNG,5,5,5,5,5,5
MNG,5,7,5,8,5,6
MNG,5,4,6,5,5,4
MNG,8,8,6,3,6,7
MNG,8,7,5,3,4,7
MNG,8,8,6,3,6,7
MNG,8,8,5,2,3,7
MNG,5,4,6,5,5,4
MNG,8,7,5,3,4,7
MNG,7,8,2,5,6,6
MNG,5,8,3,6,1,10
MNG,8,8,8,7,8,6
MNG,8,8,8,8,8,8
MNG,5,7,4,6,5,8
MNG,9,8,4,1,3,8
MNG,5,10,10,1,1,10
MNG,7,8,9,8,9,8
MNG,6,7,7,6,6,6
MNG,1,5,6,9,6,5
MNG,9,8,8,5,8,7
MNG,9,5,8,5,8,6
MNG,6,7,3,7,10,7
MNG,10,10,2,1,10,8
MNG,9,8,9,8,7,5
MNG,8,7,8,5,7,6
MNG,7,6,8,6,5,8
MNG,7,6,7,8,6,8
MNG,6,10,6,7,9,8
MNG,4,6,9,4,7,8
MNG,2,6,5,6,5,6
MNG,8,6,8,5,4,6
MNG,7,7,5,6,8,8
MNG,8,7,8,7,8,8
MNG,1,1,6,1,6,6
MNG,8,6,8,8,3,3
MNG,8,7,5,3,4,4
MNG,5,6,5,5,6,6
MNG,5,5,5,5,6,6
MNG,6,7,6,5,6,8
MNG,5,6,6,6,5,6
MNG,4,6,4,6,5,5
MNG,5,5,5,5,5,5
MNG,5,5,6,6,5,6
MNG,1,1,6,6,6,5
MNG,5,4,4,5,10,10
MNG,6,5,7,6,5,7
MNG,7,6,6,7,5,5
MNG,8,8,4,4,6,6
MNG,3,8,5,4,7,8
MNG,8,6,6,5,5,5
MNG,8,6,6,5,6,5
MNG,7,5,6,6,5,7
MNG,5,6,5,5,5,6
MNG,6,5,6,8,3,8
MNG,5,6,6,5,5,5
MNG,5,5,7,5,7,8
MNG,10,10,8,1,1,9
MNG,7,8,7,6,6,7
MNG,8,8,6,6,7,6
MNG,6,5,2,5,4,6
MNG,9,7,8,9,7,8
MNG,9,8,8,8,9,7
MNG,7,5,3,4,7,4
MNG,9,8,8,7,8,7
MNG,8,8,7,7,8,8
MNG,10,9,6,8,10,9
MNG,7,4,8,3,3,5
MNG,9,8,9,8,7,7
MNG,9,8,9,6,9,9
MNG,9,8,9,6,9,9
MNG,8,9,9,5,8,5
MNG,8,4,6,8,1,9
MNG,10,10,4,7,3,9
MNG,10,10,1,6,10,7
MNG,10,7,10,7,3,5
MNG,9,4,7,9,1,10
MNG,10,4,9,8,2,10
MNG,6,5,5,6,4,6
MNG,9,2,8,4,9,5
MNG,6,6,1,9,6,4
MNG,6,8,6,7,6,5
MNG,1,4,6,10,5,6
MNG,7,9,8,7,4,7
MNG,6,6,2,9,6,3
MNG,5,7,7,5,6,5
MNG,6,5,6,6,8,6
MNG,6,5,7,5,10,9
MNG,6,7,5,6,5,5
MNG,8,8,6,6,6,8
MNG,8,8,8,5,8,10
MNG,5,7,9,5,8,5
MNG,7,7,6,5,5,6
MNG,10,9,7,5,6,6
MNG,10,6,4,3,1,6
MNG,5,3,2,5,7,2
MNG,7,7,7,7,7,7
MNG,10,10,1,1,1,10
MNG,6,6,6,6,5,7
MNG,6,7,7,5,7,5
MNG,10,10,1,1,1,10
MNG,10,10,1,1,1,10
MNG,10,10,1,1,1,10
MNG,8,9,2,4,5,8
MNG,10,10,1,1,1,10
MNG,10,10,1,1,1,10
MNG,10,9,4,4,5,8
MNG,10,10,1,1,1,10
MNG,9,9,3,2,4,9
MNG,9,8,4,5,4,7
MNG,5,8,5,5,5,6
MNG,8,6,5,8,3,8
MNG,7,6,7,6,5,5
MNG,6,7,5,5,6,6
MNG,9,7,3,4,6,5
MNG,7,6,5,6,6,5
MNG,5,8,4,8,4,5
MNG,8,9,10,6,8,6
MNG,6,5,7,5,7,6
MNG,8,6,4,6,5,6
MNG,5,8,9,4,6,9
MNG,10,10,1,1,1,9
MNG,10,7,3,2,9,7
MNG,9,8,8,7,4,4
MNG,9,10,3,2,1,2
MNG,10,9,4,2,10,5
MNG,7,8,7,6,4,5
MNG,10,10,10,1,1,1
MNG,9,9,5,3,3,10
MNG,10,10,1,1,1,10
MNG,9,8,1,5,4,7
MNG,10,9,2,4,5,8
MNG,10,10,10,8,1,10
MNG,10,9,3,5,6,9
MNG,10,9,3,2,6,8
MNG,6,5,5,5,8,8
MNG,5,6,5,6,10,10
MNG,8,8,5,5,6,7
MNG,7,7,6,3,5,5
MNG,7,7,6,2,10,6
MNG,8,7,6,5,6,6
MNG,7,6,7,6,7,8
MNG,5,6,4,6,4,6
MNG,6,5,6,7,4,5
MNG,4,6,4,4,6,6
MNG,8,7,6,6,4,3
MNG,7,6,7,3,7,6
MNG,6,6,7,4,6,6
MNG,6,8,2,3,5,6
MNG,7,2,6,4,4,10
MNG,8,8,8,6,5,6
MNG,9,9,10,9,10,9
MNG,7,7,8,8,7,6
MNG,8,3,1,3,4,6
MNG,8,7,7,9,8,6
MNG,8,8,7,6,6,9
MNG,8,7,9,5,8,6
MNG,8,9,10,8,8,9
MNG,6,10,5,3,4,5
MNG,8,9,6,4,4,5
MNG,6,7,7,8,9,8
MNG,8,9,7,7,7,6
MNG,8,9,8,7,6,7
MNG,8,9,7,8,8,6
MNG,8,7,8,7,9,8
MNG,8,8,7,6,6,6
MNG,8,9,10,8,7,7
MNG,8,8,9,8,8,7
MNG,9,8,7,8,7,8
MNG,8,10,8,8,7,6
MNG,7,8,6,7,8,8
MNG,7,8,6,7,8,8
MNG,9,10,7,8,7,7
MNG,8,9,8,8,9,8
MNG,8,7,10,7,6,5
MNG,7,9,10,7,7,6
MNG,9,8,7,7,6,7
MNG,8,9,8,7,8,7
MNG,9,6,10,9,8,6
MNG,9,9,4,5,5,7
MNG,10,10,6,5,5,7
MNG,9,9,3,4,4,9
MNG,9,9,2,2,4,8
MNG,10,9,3,3,4,8
MNG,9,9,2,2,3,8
MNG,10,10,1,1,1,10
MNG,10,10,2,2,2,9
MNG,9,9,3,3,3,8
MNG,9,9,3,3,3,8
MNG,10,9,2,3,3,9
MNG,8,7,6,7,7,6
MNG,6,7,7,6,5,8
MNG,5,6,7,4,8,3
MNG,7,6,5,7,7,7
MNG,7,6,7,7,8,10
MNG,5,6,7,6,6,6
MNG,6,6,5,7,4,5
MNG,7,8,8,7,7,6
MNG,5,6,7,6,5,6
MNG,5,7,6,5,6,7
MNG,6,8,5,7,4,7
MNG,7,7,8,8,8,7
MNG,9,5,5,10,5,10
MNG,8,8,7,7,9,8
MNG,7,6,6,6,6,5
MNG,8,7,8,8,8,7
MNG,7,6,5,5,5,5
MNG,7,8,8,7,8,8
MNG,7,8,6,8,7,9
MNG,7,7,8,7,7,7
MNG,7,6,6,7,6,5
MNG,8,8,8,8,8,8
MNG,6,5,5,6,5,7
MNG,4,5,5,6,5,6
MNG,2,9,7,9,10,2
MNG,8,3,3,4,2,10
MNG,1,5,6,10,5,5
MNG,5,6,6,6,6,6
MNG,8,9,9,6,3,5
MNG,1,8,8,8,9,9
MNG,5,5,5,5,5,6
MNG,1,3,5,5,1,3
MNG,10,3,9,2,10,9
MNG,10,10,1,10,2,9
MNG,10,3,9,9,2,10
MNG,10,2,9,10,7,3
MNG,4,8,1,9,10,10
MNG,1,2,1,10,9,7
MNG,9,4,9,2,7,8
MNG,7,6,6,6,5,7
MNG,9,6,4,8,10,9
MNG,9,10,10,8,10,9
MNG,9,9,10,7,6,5
MNG,9,10,10,10,9,8
MNG,9,8,8,7,5,8
MNG,8,10,9,9,10,9
MNG,10,9,7,10,9,8
MNG,7,10,9,7,8,10
MNG,8,9,10,10,8,7
MNG,8,9,10,10,8,6
MNG,9,8,9,7,6,10
MNG,10,10,10,9,10,10
MNG,10,9,9,9,10,7
MNG,10,9,10,9,8,8
MNG,8,5,6,7,4,6
MNG,7,7,9,9,10,9
MNG,6,8,6,7,6,5
MNG,8,9,10,9,10,10
MNG,10,8,10,9,6,8
MNG,8,10,9,5,7,7
MNG,10,10,9,7,9,9
MNG,10,10,10,9,10,9
MNG,9,9,10,10,9,9
MNG,10,10,8,5,6,5
MNG,6,7,7,9,8,6
MNG,10,9,9,8,9,8
MNG,7,5,5,5,5,8
MNG,8,8,5,5,5,7
MNG,7,7,5,5,5,6
MNG,9,8,5,5,5,6
MNG,7,7,5,5,6,6
MNG,8,7,5,5,5,7
MNG,7,5,7,5,5,6
MNG,8,7,5,4,3,6
MNG,8,8,5,5,5,7
MNG,8,8,5,5,5,9
MNG,7,7,5,5,5,7
MNG,8,8,5,5,5,8
MNG,6,7,5,5,5,9
MNG,8,7,5,5,5,8
MNG,8,5,4,5,6,2
MNG,6,4,3,8,6,4
MNG,7,5,4,3,4,5
MNG,5,3,2,1,6,8
MNG,5,6,6,5,3,4
MNG,7,3,2,2,3,1
MNG,9,7,8,9,7,5
MNG,9,4,5,6,3,4
MNG,9,6,7,5,4,3
MNG,8,5,6,3,4,6
MNG,8,5,7,4,9,6
MNG,8,6,5,3,1,3
MNG,10,4,2,4,8,9
MNG,8,5,1,3,5,8
MNG,8,5,9,7,4,8
MNG,5,6,5,6,4,6
MNG,5,8,7,7,5,5
MNG,1,1,1,2,2,1
MNG,1,1,1,1,1,3
MNG,1,1,2,2,2,1
MNG,1,1,2,2,2,1
MNG,5,5,5,5,6,5
MNG,8,7,7,5,6,4
MNG,6,7,6,5,7,6
MNG,7,6,7,7,6,8
MNG,9,10,2,2,2,9
MNG,8,8,8,7,5,7
MNG,8,7,6,5,6,7
MNG,7,7,7,4,4,6
MNG,5,5,6,5,7,8
MNG,7,7,5,5,3,8
MNG,7,7,6,5,7,5
MNG,8,8,8,5,5,5
MNG,8,8,8,5,5,6
MNG,8,8,8,6,5,5
MNG,7,7,7,5,6,5
MNG,8,6,5,4,6,6
MNG,8,9,3,6,5,7
MNG,7,7,7,5,5,5
MNG,8,8,8,5,5,6
MNG,8,8,5,5,5,7
MNG,7,8,8,4,6,6
MNG,6,7,5,5,6,6
MNG,8,7,8,5,5,7
MNG,7,9,9,9,9,10
MNG,8,9,5,6,6,8
MNG,6,5,5,5,6,5
MNG,2,3,3,5,7,5
MNG,7,6,7,7,7,6
MNG,6,8,7,8,6,5
MNG,6,8,5,4,6,7
MNG,6,8,6,4,6,8
MNG,6,5,6,5,7,8
MNG,6,8,6,9,5,4
MNG,6,5,6,6,7,5
MNG,6,7,7,5,4,6
MNG,6,6,5,5,6,5
MNG,6,5,6,6,6,7
MNG,6,6,7,6,6,7
MNG,5,5,6,5,6,5
MNG,3,10,2,8,4,8
MNG,5,3,6,7,6,5
MNG,5,4,6,6,6,5
MNG,6,5,6,5,6,6
MNG,4,3,4,3,4,3
MNG,5,4,6,6,7,6
MNG,7,6,5,5,6,6
MNG,5,6,5,5,6,6
MNG,5,5,7,6,6,6
MNG,6,8,5,5,6,7
MNG,8,7,4,5,5,8
MNG,1,1,2,2,2,2
MNG,5,4,5,9,7,6
MNG,7,10,8,5,6,6
MNG,7,6,7,7,6,8
MNG,7,7,7,8,8,6
MNG,10,10,7,5,6,7
MNG,6,7,7,6,6,8
MNG,6,5,6,5,7,8
MNG,6,7,6,5,5,6
MNG,7,6,5,5,6,5
MNG,6,5,5,6,6,7
MNG,8,8,5,1,7,6
MNG,8,9,10,7,7,7
MNG,7,7,6,6,7,6
MNG,6,6,5,7,7,6
MNG,7,6,9,7,5,10
MNG,5,5,5,6,6,6
MNG,7,9,6,7,6,9
MNG,1,6,1,1,3,6
MNG,6,9,8,6,7,10
MNG,7,4,6,6,5,9
MNG,6,9,5,8,8,10
MNG,10,10,10,5,1,7
MNG,8,7,-1,8,10,7
MNG,6,7,6,9,10,9
MNG,7,8,5,8,7,7
MNG,7,6,5,4,5,3
MNG,7,9,5,9,7,8
MNG,10,9,5,7,9,8
MNG,4,4,5,6,6,4
MNG,8,10,4,3,1,3
MNG,4,8,4,2,8,9
MNG,5,4,2,9,6,7
MNG,4,7,4,8,1,9
MNG,4,8,6,7,3,6
MNG,5,7,5,4,3,6
MNG,5,2,8,3,8,4
MNG,3,9,3,8,10,3
MNG,5,6,8,4,9,3
MNG,8,6,3,5,8,5
MNG,-1,3,9,1,5,7
MNG,4,5,3,8,5,3
MNG,5,6,3,8,5,7
MNG,8,7,9,4,2,6
MNG,6,7,5,8,6,8
MNG,6,5,6,8,5,6
MNG,4,5,6,5,7,3
MNG,10,7,6,7,6,6
MNG,6,9,6,5,7,5
MNG,6,9,8,9,4,6
MNG,8,9,5,5,7,10
MNG,3,4,8,6,5,6
MNG,6,5,8,8,10,7
MNG,7,5,9,6,6,7
MNG,8,8,6,3,6,10
MNG,9,6,5,7,7,5
MNG,6,8,6,5,9,10
MNG,9,7,8,8,9,8
MNG,8,7,9,8,6,6
MNG,9,8,8,7,8,8
MNG,9,8,3,8,10,9
MNG,9,8,9,8,7,8
MNG,9,8,9,8,8,6
MNG,9,9,10,7,10,9
MNG,9,8,8,6,8,6
MNG,7,9,5,8,9,8
MNG,9,7,8,8,7,9
MNG,8,9,6,7,6,6
MNG,9,8,9,8,7,8
MNG,6,8,4,9,3,8
MNG,8,7,8,7,6,6
MNG,9,8,7,9,8,8
MNG,9,9,10,10,10,10
MNG,10,9,8,8,9,10
MNG,9,7,10,8,9,8
MNG,9,10,8,9,7,8
MNG,9,8,10,10,10,9
MNG,8,9,10,9,7,8
MNG,10,9,7,10,10,10
MNG,9,8,9,8,7,7
MNG,9,8,10,7,8,4
MNG,9,7,10,6,4,3
MNG,10,9,10,8,9,9
MNG,10,10,10,10,10,10
MNG,8,5,8,8,4,4
MNG,6,5,1,1,7,7
MNG,8,7,7,2,3,4
MNG,5,7,4,4,7,6
MNG,9,8,9,10,10,8
MNG,7,6,3,3,5,6
MNG,7,4,7,7,5,5
MNG,8,7,8,7,7,8
MNG,8,8,4,4,2,4
MNG,8,10,9,10,9,8
MNG,8,7,5,3,3,7
MNG,8,7,3,3,3,7
MNG,8,7,8,1,3,6
MNG,8,7,3,3,2,6
MNG,7,3,8,2,1,6
MNG,7,6,9,5,6,3
MNG,5,2,5,5,8,6
MNG,6,8,5,7,10,6
MNG,8,4,6,10,3,6
MNG,7,6,7,9,5,9
MNG,6,8,5,9,4,8
MNG,6,8,4,7,9,4
MNG,6,7,4,9,5,9
MNG,5,8,7,9,4,10
MNG,6,8,6,4,8,3
MNG,8,6,8,5,9,5
MNG,7,3,3,1,5,3
MNG,9,10,10,8,9,10
MNG,9,10,9,7,6,9
MNG,10,9,7,8,10,10
MNG,7,5,3,4,4,5
MNG,9,8,5,7,6,4
MNG,9,8,8,10,10,9
MNG,9,6,9,7,10,8
MNG,10,9,8,9,10,9
MNG,10,9,8,7,10,8
MNG,9,8,10,9,8,6
MNG,7,10,9,9,8,10
MNG,10,10,9,8,6,7
MNG,8,10,9,10,10,9
MNG,9,10,10,8,9,9
MNG,5,5,6,-1,5,6
MNG,6,7,6,3,6,8
MNG,7,7,4,4,8,6
MNG,5,7,7,6,6,7
MNG,10,10,10,1,1,10
MNG,4,4,6,5,-1,7
MNG,6,7,7,6,7,6
MNG,4,4,4,6,5,4
MNG,7,7,3,3,6,8
MNG,6,5,6,6,6,5
MNG,9,9,9,8,7,7
MNG,6,5,5,6,5,6
MNG,5,5,6,5,6,5
MNG,6,6,7,6,7,7
MNG,6,6,7,7,6,7
MNG,5,6,6,5,7,7
MNG,5,5,6,5,7,5
MNG,6,5,7,6,7,4
MNG,5,5,6,7,5,7
MNG,5,5,5,6,6,4
MNG,-1,-1,-1,-1,-1,-1
MNG,7,5,6,7,6,5
MNG,6,7,4,5,6,8
MNG,4,5,6,7,7,7
MNG,7,8,4,5,6,7
MNG,4,6,5,8,5,7
MNG,5,7,5,4,5,7
MNG,5,7,4,6,5,6
MNG,5,7,4,5,6,8
MNG,7,7,4,2,7,3
MNG,5,6,5,7,5,7
MNG,7,5,5,7,2,7
MNG,5,4,6,5,6,6
MNG,7,6,5,4,5,7
MNG,5,7,5,7,6,7
MNG,6,7,5,8,5,4
